firm,market_id,firm_id,city_id,quarter_id,market_size,cost_shifter,price,share,advertising
"SushiHut",436,3,22,16,1914,-.9297805,2.5277281,.1031216,1
"McDonalds",437,1,22,17,1407,-1.794429,1.9851291,.0885649,1
"TacoBell",437,2,22,17,1407,3.254465,2.8708251,.0000213,1
"SushiHut",437,3,22,17,1407,-1.517389,2.1433638,.1052976,1
"McDonalds",438,1,22,18,7552,1.268919,2.420068,.0062985,0
"TacoBell",438,2,22,18,7552,.111282,2.6334946,.0313819,1
"SushiHut",438,3,22,18,7552,.570506,2.6984462,.0504133,1
"McDonalds",439,1,22,19,8237,-.6066511,2.2079391,.012635,1
"TacoBell",439,2,22,19,8237,.6424553,2.4353909,.0122547,1
"SushiHut",439,3,22,19,8237,-1.640588,2.5290561,.0852011,1
"McDonalds",440,1,22,20,1837,.3167616,2.4904037,.0373431,0
"TacoBell",440,2,22,20,1837,-1.238117,2.3691061,.0844684,0
"McDonalds",441,1,23,1,2627,.6382771,2.3891838,.0056067,0
"TacoBell",441,2,23,1,2627,-.466893,2.2322536,.0525554,0
"SushiHut",441,3,23,1,2627,-.5746241,2.1767933,.023591,1
"McDonalds",442,1,23,2,289,1.191405,2.578867,.0140376,1
"TacoBell",442,2,23,2,289,.4680086,2.4998436,.0414192,1
"McDonalds",443,1,23,3,482,.4663828,2.4752018,.0719529,0
"TacoBell",443,2,23,3,482,-.5011493,2.2524638,.0450967,0
"McDonalds",444,1,23,4,4990,-.3113383,2.2912586,.0256211,0
"TacoBell",444,2,23,4,4990,1.543983,3.0001135,.0463311,1
"McDonalds",445,1,23,5,2009,-.1602173,2.4171357,.013202,1
"TacoBell",445,2,23,5,2009,1.436241,2.4939592,.0060331,0
"SushiHut",445,3,23,5,2009,-1.986036,2.2383166,.0874298,1
"McDonalds",446,1,23,6,3913,1.343331,2.7267876,.0178788,1
"TacoBell",446,2,23,6,3913,-1.310917,2.2344306,.0619742,0
"SushiHut",446,3,23,6,3913,-1.193296,2.2753931,.0394903,1
"McDonalds",447,1,23,7,3062,-.6408931,2.0846252,.0027588,0
"TacoBell",447,2,23,7,3062,-1.131058,2.3862839,.1036495,0
"SushiHut",447,3,23,7,3062,-1.448974,2.151058,.0652886,1
"McDonalds",448,1,23,8,601,-2.009744,2.4492457,.1072001,1
"TacoBell",448,2,23,8,601,.9373076,2.3730614,.001731,0
"McDonalds",449,1,23,9,1250,-.2576725,2.2887373,.0273791,1
"TacoBell",449,2,23,9,1250,-.3172907,2.3723037,.061633,1
"McDonalds",450,1,23,10,5873,1.350072,2.7805042,.0469237,0
"TacoBell",450,2,23,10,5873,.7511507,2.339031,.0023471,0
"SushiHut",450,3,23,10,5873,-1.138643,2.1756767,.0347999,1
"McDonalds",451,1,23,11,6301,-.8970649,2.4867623,.0477411,1
"TacoBell",451,2,23,11,6301,-1.24054,2.2742229,.0612761,1
"SushiHut",451,3,23,11,6301,1.662457,2.5976532,.0004556,1
"McDonalds",452,1,23,12,2313,-1.244204,1.7789531,.0247337,0
"TacoBell",452,2,23,12,2313,-.6545158,2.2124102,.0460303,1
"SushiHut",452,3,23,12,2313,.7409334,2.4508258,.0210472,1
"McDonalds",453,1,23,13,1766,-2.121971,1.7920039,.0132861,0
"TacoBell",453,2,23,13,1766,-1.075271,2.1519792,.0547122,1
"SushiHut",453,3,23,13,1766,-1.17311,2.2235193,.0542844,1
"McDonalds",454,1,23,14,2912,-.2465427,2.4956717,.0293458,0
"TacoBell",454,2,23,14,2912,-.6677878,2.2067454,.0459575,1
"McDonalds",455,1,23,15,5944,.2091349,2.2981706,.003671,1
"TacoBell",455,2,23,15,5944,-.313044,2.7275074,.0595484,1
"SushiHut",455,3,23,15,5944,.4309022,2.3491212,.0313157,1
"McDonalds",456,1,23,16,3265,.9242885,2.3685362,.0024749,0
"TacoBell",456,2,23,16,3265,-.0191421,2.4114738,.0360814,0
"SushiHut",456,3,23,16,3265,-.9297805,2.233931,.0341872,1
"McDonalds",457,1,23,17,1390,-1.794429,2.0732872,.0613905,0
"TacoBell",457,2,23,17,1390,3.254465,2.8112941,.0009976,0
"SushiHut",457,3,23,17,1390,-1.517389,1.9625099,.088749,1
"McDonalds",458,1,23,18,3898,1.268919,2.5650115,.0217745,1
"TacoBell",458,2,23,18,3898,.111282,2.2966011,.018009,1
"SushiHut",458,3,23,18,3898,.570506,2.7817613,.072042,1
"McDonalds",459,1,23,19,740,-.6066511,2.1571722,.0099353,0
"TacoBell",459,2,23,19,740,.6424553,2.2825818,.0004701,0
"SushiHut",459,3,23,19,740,-1.640588,2.0937971,.0942249,1
"McDonalds",460,1,23,20,1617,.3167616,2.3883767,.0413816,1
"TacoBell",460,2,23,20,1617,-1.238117,2.0894394,.0801674,1
"SushiHut",460,3,23,20,1617,.5830995,2.3509657,.0044822,1
"McDonalds",461,1,24,1,4549,.6382771,2.4332936,.0335278,1
"TacoBell",461,2,24,1,4549,-.466893,2.1909027,.0373806,0
"SushiHut",461,3,24,1,4549,-.5746241,2.3417355,.0517302,1
"McDonalds",462,1,24,2,1571,1.191405,2.5378945,.0468169,0
"TacoBell",462,2,24,2,1571,.4680086,2.459573,.0506133,1
"McDonalds",463,1,24,3,3905,.4663828,2.4256303,.0017628,1
"TacoBell",463,2,24,3,3905,-.5011493,2.4792404,.0806004,1
"SushiHut",463,3,24,3,3905,.0706478,2.3535507,.0533455,1
"McDonalds",464,1,24,4,1624,-.3113383,2.4913554,.0245471,1
"TacoBell",464,2,24,4,1624,1.543983,2.6152041,.0214464,1
"McDonalds",465,1,24,5,1353,-.1602173,2.2301164,.0118346,1
"TacoBell",465,2,24,5,1353,1.436241,2.6518989,.0110221,0
"SushiHut",465,3,24,5,1353,-1.986036,2.0488153,.1079449,1
"McDonalds",466,1,24,6,19130,1.343331,2.7963085,.0152479,1
"TacoBell",466,2,24,6,19130,-1.310917,2.6883121,.0395439,1
"SushiHut",466,3,24,6,19130,-1.193296,2.694523,.0301781,1
"McDonalds",467,1,24,7,3658,-.6408931,2.0962348,.0295989,1
"TacoBell",467,2,24,7,3658,-1.131058,1.9614195,.0287238,0
"SushiHut",467,3,24,7,3658,-1.448974,2.4854171,.1211188,1
"McDonalds",468,1,24,8,943,-2.009744,2.0025189,.0625957,0
"TacoBell",468,2,24,8,943,.9373076,2.3022802,.0092174,1
"McDonalds",469,1,24,9,5189,-.2576725,2.2738104,.0239946,1
"TacoBell",469,2,24,9,5189,-.3172907,2.4213331,.066679,1
"McDonalds",470,1,24,10,1460,1.350072,2.2769582,.0198433,1
"TacoBell",470,2,24,10,1460,.7511507,2.3656702,.0273087,0
"SushiHut",470,3,24,10,1460,-1.138643,2.0770047,.113069,1
"McDonalds",471,1,24,11,1518,-.8970649,2.2368267,.0332507,0
"TacoBell",471,2,24,11,1518,-1.24054,2.1364892,.0378851,0
"McDonalds",472,1,24,12,2884,-1.244204,2.1984994,.0637367,1
"TacoBell",472,2,24,12,2884,-.6545158,2.4074445,.0757357,1
"SushiHut",472,3,24,12,2884,.7409334,2.3783716,.0082333,1
"McDonalds",473,1,24,13,6554,-2.121971,1.895574,.0106522,0
"TacoBell",473,2,24,13,6554,-1.075271,2.571146,.0641617,1
"SushiHut",473,3,24,13,6554,-1.17311,2.2196506,.0423939,1
"McDonalds",474,1,24,14,3948,-.2465427,2.4668167,.0574656,1
"TacoBell",474,2,24,14,3948,-.6677878,2.4088423,.0372568,0
"McDonalds",475,1,24,15,1211,.2091349,2.351248,.0330651,1
"TacoBell",475,2,24,15,1211,-.313044,2.2449081,.0565328,1
"McDonalds",476,1,24,16,1448,.9242885,2.4201772,.0429389,0
"TacoBell",476,2,24,16,1448,-.0191421,2.3191798,.0113493,0
"McDonalds",477,1,24,17,1999,-1.794429,2.2224338,.1152222,1
"TacoBell",477,2,24,17,1999,3.254465,2.837028,.0005217,0
"SushiHut",477,3,24,17,1999,-1.517389,1.9830542,.0367722,1
"McDonalds",478,1,24,18,1721,1.268919,2.5891573,.0083559,1
"TacoBell",478,2,24,18,1721,.111282,2.2570865,.0198433,0
"SushiHut",478,3,24,18,1721,.570506,2.6483271,.0557105,1
"McDonalds",479,1,24,19,5954,-.6066511,2.1340237,.0182464,1
"TacoBell",479,2,24,19,5954,.6424553,2.4935114,.0211527,1
"SushiHut",479,3,24,19,5954,-1.640588,2.244383,.0399631,1
"McDonalds",480,1,24,20,986,.3167616,2.4392021,.0554617,1
"TacoBell",480,2,24,20,986,-1.238117,2.2163923,.02324,1
"McDonalds",481,1,25,1,2785,.6382771,2.3130832,.0092664,0
"TacoBell",481,2,25,1,2785,-.466893,2.1926043,.0255813,0
"SushiHut",481,3,25,1,2785,-.5746241,2.6197105,.1054775,1
"McDonalds",482,1,25,2,8428,1.191405,2.5312934,.0029312,0
"TacoBell",482,2,25,2,8428,.4680086,2.5213947,.0122112,0
"SushiHut",482,3,25,2,8428,.8588305,2.8537989,.0451171,1
"McDonalds",483,1,25,3,2872,.4663828,2.3870459,.0171557,1
"TacoBell",483,2,25,3,2872,-.5011493,2.3333287,.0177325,0
"SushiHut",483,3,25,3,2872,.0706478,2.299231,.0414889,1
"McDonalds",484,1,25,4,5092,-.3113383,2.3906989,.0678227,1
"TacoBell",484,2,25,4,5092,1.543983,2.9049242,.0391417,0
"McDonalds",485,1,25,5,6176,-.1602173,2.5395422,.0228576,0
"TacoBell",485,2,25,5,6176,1.436241,2.4918091,.0070553,0
"SushiHut",485,3,25,5,6176,-1.986036,2.2752229,.0588877,1
"McDonalds",486,1,25,6,1998,1.343331,2.6304693,.0015355,0
"TacoBell",486,2,25,6,1998,-1.310917,1.9951169,.0694008,1
"SushiHut",486,3,25,6,1998,-1.193296,2.1513312,.0446394,1
"McDonalds",487,1,25,7,4774,-.6408931,2.3007994,.0384228,0
"TacoBell",487,2,25,7,4774,-1.131058,2.0746469,.0312349,1
"McDonalds",488,1,25,8,1601,-2.009744,2.0229428,.0875272,1
"TacoBell",488,2,25,8,1601,.9373076,2.5597568,.0406819,0
"McDonalds",489,1,25,9,2185,-.2576725,2.2501419,.0179335,0
"TacoBell",489,2,25,9,2185,-.3172907,2.4499171,.0395018,1
"McDonalds",490,1,25,10,7732,1.350072,2.7218676,.0299609,1
"TacoBell",490,2,25,10,7732,.7511507,2.6900749,.0436017,1
"SushiHut",490,3,25,10,7732,-1.138643,2.5338938,.0646125,1
"McDonalds",491,1,25,11,692,-.8970649,2.1982417,.101268,1
"TacoBell",491,2,25,11,692,-1.24054,1.9529661,.0464378,1
"McDonalds",492,1,25,12,10003,-1.244204,2.3554556,.0169723,0
"TacoBell",492,2,25,12,10003,-.6545158,2.5424633,.0407126,1
"SushiHut",492,3,25,12,10003,.7409334,2.5272006,.0124612,1
"McDonalds",493,1,25,13,2454,-2.121971,1.8091171,.0489449,0
"TacoBell",493,2,25,13,2454,-1.075271,2.1207416,.0380839,1
"SushiHut",493,3,25,13,2454,-1.17311,1.9272736,.0487846,1
"McDonalds",494,1,25,14,1952,-.2465427,2.2380037,.0079257,0
"TacoBell",494,2,25,14,1952,-.6677878,2.1738193,.0541592,0
"McDonalds",495,1,25,15,1296,.2091349,2.1991553,.0061695,0
"TacoBell",495,2,25,15,1296,-.313044,2.5070672,.075446,0
"McDonalds",496,1,25,16,12483,.9242885,2.6375813,.0176686,1
"TacoBell",496,2,25,16,12483,-.0191421,2.6826327,.0283958,1
"SushiHut",496,3,25,16,12483,-.9297805,2.444085,.048155,1
"McDonalds",497,1,25,17,2671,-1.794429,2.1711779,.067426,1
"TacoBell",497,2,25,17,2671,3.254465,2.7644682,.0002219,1
"SushiHut",497,3,25,17,2671,-1.517389,2.060864,.0804153,1
"McDonalds",498,1,25,18,4894,1.268919,2.7468596,.0320111,1
"TacoBell",498,2,25,18,4894,.111282,2.356832,.0050666,0
"SushiHut",498,3,25,18,4894,.570506,2.544871,.0296644,1
"McDonalds",499,1,25,19,4960,-.6066511,2.1363101,.0144981,0
"TacoBell",499,2,25,19,4960,.6424553,2.4032242,.0175376,1
"SushiHut",499,3,25,19,4960,-1.640588,2.2178215,.0385927,1
"McDonalds",500,1,25,20,22098,.3167616,2.6558352,.017856,0
"TacoBell",500,2,25,20,22098,-1.238117,2.8033352,.0289371,0
"SushiHut",500,3,25,20,22098,.5830995,2.4359638,.0108697,1
"McDonalds",501,1,26,1,1218,.6382771,2.3663127,.0181687,0
"TacoBell",501,2,26,1,1218,-.466893,2.0411854,.030678,1
"SushiHut",501,3,26,1,1218,-.5746241,2.2992845,.0630577,1
"McDonalds",502,1,26,2,1458,1.191405,2.8398697,.0946377,1
"TacoBell",502,2,26,2,1458,.4680086,2.1485829,.0271951,0
"McDonalds",503,1,26,3,3319,.4663828,2.341064,.0059966,0
"TacoBell",503,2,26,3,3319,-.5011493,2.4470384,.0445268,1
"SushiHut",503,3,26,3,3319,.0706478,2.3104043,.0331264,1
"McDonalds",504,1,26,4,2056,-.3113383,2.1692665,.0289932,1
"TacoBell",504,2,26,4,2056,1.543983,2.6558385,.0256453,1
"McDonalds",505,1,26,5,5784,-.1602173,2.5443206,.058979,1
"TacoBell",505,2,26,5,5784,1.436241,2.6628811,.0021315,1
"SushiHut",505,3,26,5,5784,-1.986036,2.370511,.0805523,1
"McDonalds",506,1,26,6,1796,1.343331,2.5300388,.005849,0
"TacoBell",506,2,26,6,1796,-1.310917,2.0187485,.0094013,0
"SushiHut",506,3,26,6,1796,-1.193296,2.4459732,.0946403,1
"McDonalds",507,1,26,7,2424,-.6408931,2.1322792,.0081407,0
"TacoBell",507,2,26,7,2424,-1.131058,2.0042512,.0456259,1
"SushiHut",507,3,26,7,2424,-1.448974,2.0081194,.053084,1
"McDonalds",508,1,26,8,3404,-2.009744,1.8436867,.0293694,0
"TacoBell",508,2,26,8,3404,.9373076,2.3299088,.001355,0
"SushiHut",508,3,26,8,3404,-1.153741,2.3972998,.0972409,1
"McDonalds",509,1,26,9,2120,-.2576725,2.1948891,.01548,0
"TacoBell",509,2,26,9,2120,-.3172907,2.6640184,.0846568,1
"McDonalds",510,1,26,10,12615,1.350072,2.9025095,.0310436,1
"TacoBell",510,2,26,10,12615,.7511507,2.6360619,.0063496,1
"SushiHut",510,3,26,10,12615,-1.138643,2.771585,.0365611,1
"McDonalds",511,1,26,11,600,-.8970649,1.8942407,.0296117,0
"TacoBell",511,2,26,11,600,-1.24054,2.1571834,.0785936,1
"McDonalds",512,1,26,12,1771,-1.244204,2.5747206,.1392222,1
"TacoBell",512,2,26,12,1771,-.6545158,2.1984453,.0026756,0
"McDonalds",513,1,26,13,1513,-2.121971,1.9771024,.1150266,1
"TacoBell",513,2,26,13,1513,-1.075271,2.046356,.0555094,0
"SushiHut",513,3,26,13,1513,-1.17311,1.9585919,.0165167,1
"McDonalds",514,1,26,14,1105,-.2465427,2.2026565,.0110787,1
"TacoBell",514,2,26,14,1105,-.6677878,2.5339932,.0478536,0
"McDonalds",515,1,26,15,1030,.2091349,2.3493538,.0301653,0
"TacoBell",515,2,26,15,1030,-.313044,2.2501488,.0475399,1
"McDonalds",516,1,26,16,6286,.9242885,2.6408367,.0425765,1
"TacoBell",516,2,26,16,6286,-.0191421,2.2447944,.0077918,1
"SushiHut",516,3,26,16,6286,-.9297805,2.0296243,.0259217,1
"McDonalds",517,1,26,17,2620,-1.794429,2.1844254,.1000935,1
"TacoBell",517,2,26,17,2620,3.254465,2.7998922,.0024176,1
"SushiHut",517,3,26,17,2620,-1.517389,2.1141183,.0804425,1
"McDonalds",518,1,26,18,384,1.268919,2.8101878,.1338151,1
"TacoBell",518,2,26,18,384,.111282,2.2722824,.0177433,1
"McDonalds",519,1,26,19,15541,-.6066511,2.605114,.0335915,0
"TacoBell",519,2,26,19,15541,.6424553,2.4501212,.0036168,1
"SushiHut",519,3,26,19,15541,-1.640588,2.6490445,.0437771,1
"McDonalds",520,1,26,20,3849,.3167616,2.4513905,.0201277,0
"TacoBell",520,2,26,20,3849,-1.238117,2.2358479,.061742,1
"SushiHut",520,3,26,20,3849,.5830995,2.4909773,.0127832,1
"McDonalds",521,1,27,1,414,.6382771,2.5221524,.0507306,0
"TacoBell",521,2,27,1,414,-.466893,2.0242374,.0232231,1
"McDonalds",522,1,27,2,3520,1.191405,2.5257888,.0366797,1
"TacoBell",522,2,27,2,3520,.4680086,2.7120664,.0580173,0
"McDonalds",523,1,27,3,1997,.4663828,2.2122705,.0051971,0
"TacoBell",523,2,27,3,1997,-.5011493,2.5356798,.0597951,0
"McDonalds",524,1,27,4,829,-.3113383,2.0659277,.0078541,0
"TacoBell",524,2,27,4,829,1.543983,2.9968641,.0988348,1
"McDonalds",525,1,27,5,2597,-.1602173,2.1113372,.0054812,1
"TacoBell",525,2,27,5,2597,1.436241,2.5903828,.0441082,1
"SushiHut",525,3,27,5,2597,-1.986036,2.299148,.122113,1
"McDonalds",526,1,27,6,2984,1.343331,2.6857889,.0459352,1
"TacoBell",526,2,27,6,2984,-1.310917,1.8584574,.0043104,0
"SushiHut",526,3,27,6,2984,-1.193296,2.1102784,.0495666,1
"McDonalds",527,1,27,7,2947,-.6408931,2.2384372,.0254258,1
"TacoBell",527,2,27,7,2947,-1.131058,1.9395684,.0049389,0
"SushiHut",527,3,27,7,2947,-1.448974,2.3711603,.1028189,1
"McDonalds",528,1,27,8,1814,-2.009744,1.8956156,.0627428,1
"TacoBell",528,2,27,8,1814,.9373076,2.5351453,.0175679,1
"SushiHut",528,3,27,8,1814,-1.153741,2.1199855,.0692631,1
"McDonalds",529,1,27,9,2710,-.2576725,2.530853,.0650651,1
"TacoBell",529,2,27,9,2710,-.3172907,2.3149366,.0263684,1
"McDonalds",530,1,27,10,2902,1.350072,2.4086533,.0081496,1
"TacoBell",530,2,27,10,2902,.7511507,2.4882762,.0041511,0
"SushiHut",530,3,27,10,2902,-1.138643,2.4647211,.0970558,1
"McDonalds",531,1,27,11,6735,-.8970649,2.6920562,.0547329,1
"TacoBell",531,2,27,11,6735,-1.24054,2.2365243,.0154938,1
"SushiHut",531,3,27,11,6735,1.662457,2.6045866,.0022117,1
"McDonalds",532,1,27,12,1317,-1.244204,2.2696989,.0728625,0
"TacoBell",532,2,27,12,1317,-.6545158,2.1083257,.0143243,0
"McDonalds",533,1,27,13,5112,-2.121971,1.9622786,.0493858,1
"TacoBell",533,2,27,13,5112,-1.075271,1.9620378,.020937,1
"SushiHut",533,3,27,13,5112,-1.17311,2.2745364,.069084,1
"McDonalds",534,1,27,14,4266,-.2465427,2.1791029,.0206381,0
"TacoBell",534,2,27,14,4266,-.6677878,2.3692808,.042538,0
"SushiHut",534,3,27,14,4266,2.187,2.8727617,.0357058,1
"McDonalds",535,1,27,15,1184,.2091349,2.2199876,.001698,0
"TacoBell",535,2,27,15,1184,-.313044,2.6986988,.0612931,1
"McDonalds",536,1,27,16,2878,.9242885,2.4042165,.0373332,1
"TacoBell",536,2,27,16,2878,-.0191421,2.2924688,.0268427,0
"SushiHut",536,3,27,16,2878,-.9297805,2.0423039,.0234177,1
"McDonalds",537,1,27,17,4385,-1.794429,1.8952231,.0282203,1
"TacoBell",537,2,27,17,4385,3.254465,2.9461818,.0045129,1
"SushiHut",537,3,27,17,4385,-1.517389,2.2126479,.0699597,1
"McDonalds",538,1,27,18,2991,1.268919,2.5258656,.0010724,0
"TacoBell",538,2,27,18,2991,.111282,2.3109503,.0191734,0
"SushiHut",538,3,27,18,2991,.570506,2.578291,.0488556,1
"McDonalds",539,1,27,19,1339,-.6066511,2.0534368,.0299752,0
"TacoBell",539,2,27,19,1339,.6424553,2.4477835,.0369574,0
"SushiHut",539,3,27,19,1339,-1.640588,2.0756943,.0860183,1
"McDonalds",540,1,27,20,2598,.3167616,2.292181,.0311713,1
"TacoBell",540,2,27,20,2598,-1.238117,2.3084908,.0694477,1
"McDonalds",541,1,28,1,4375,.6382771,2.1655526,.008628,0
"TacoBell",541,2,28,1,4375,-.466893,2.2900186,.0185133,0
"SushiHut",541,3,28,1,4375,-.5746241,2.7541254,.0966531,1
"McDonalds",542,1,28,2,1180,1.191405,2.6230423,.0325707,0
"TacoBell",542,2,28,2,1180,.4680086,2.2595153,.0395866,0
"McDonalds",543,1,28,3,8940,.4663828,2.8105161,.0463611,1
"TacoBell",543,2,28,3,8940,-.5011493,2.4203877,.0313172,0
"SushiHut",543,3,28,3,8940,.0706478,2.4417415,.0224909,1
"McDonalds",544,1,28,4,1256,-.3113383,2.5344388,.0569516,1
"TacoBell",544,2,28,4,1256,1.543983,2.5471663,.0287939,0
"McDonalds",545,1,28,5,2685,-.1602173,2.5888283,.1076412,0
"TacoBell",545,2,28,5,2685,1.436241,2.5666142,.0061731,0
"SushiHut",545,3,28,5,2685,-1.986036,1.8644313,.0399643,1
"McDonalds",546,1,28,6,1682,1.343331,2.3781128,.0051937,0
"TacoBell",546,2,28,6,1682,-1.310917,2.210845,.0802288,1
"SushiHut",546,3,28,6,1682,-1.193296,2.0675506,.0536148,1
"McDonalds",547,1,28,7,1670,-.6408931,2.167726,.0368219,0
"TacoBell",547,2,28,7,1670,-1.131058,2.0115805,.0022867,0
"SushiHut",547,3,28,7,1670,-1.448974,2.2694499,.0823836,1
"McDonalds",548,1,28,8,4678,-2.009744,2.1296093,.0831177,1
"TacoBell",548,2,28,8,4678,.9373076,2.5646522,.0247454,1
"SushiHut",548,3,28,8,4678,-1.153741,2.171111,.0277815,1
"McDonalds",549,1,28,9,410,-.2576725,2.3064175,.0374521,0
"TacoBell",549,2,28,9,410,-.3172907,2.1959682,.0472588,1
"McDonalds",550,1,28,10,4282,1.350072,2.3853667,.0045754,1
"TacoBell",550,2,28,10,4282,.7511507,2.5238564,.0110785,0
"SushiHut",550,3,28,10,4282,-1.138643,2.3204715,.0384687,1
"McDonalds",551,1,28,11,2636,-.8970649,2.0754073,.0311559,1
"TacoBell",551,2,28,11,2636,-1.24054,2.1764865,.052449,0
"McDonalds",552,1,28,12,4129,-1.244204,2.0938354,.026718,0
"TacoBell",552,2,28,12,4129,-.6545158,2.5157549,.0491504,1
"McDonalds",553,1,28,13,2692,-2.121971,2.1927664,.0971696,1
"TacoBell",553,2,28,13,2692,-1.075271,2.1712704,.0018927,0
"SushiHut",553,3,28,13,2692,-1.17311,2.3676331,.0986995,1
"McDonalds",554,1,28,14,1048,-.2465427,2.5700548,.1485613,1
"TacoBell",554,2,28,14,1048,-.6677878,2.069705,.0581198,1
"McDonalds",555,1,28,15,749,.2091349,2.2755673,.0370108,0
"TacoBell",555,2,28,15,749,-.313044,2.3689692,.074773,1
"McDonalds",556,1,28,16,4302,.9242885,2.4112158,.0043414,1
"TacoBell",556,2,28,16,4302,-.0191421,2.5857937,.0711257,0
"SushiHut",556,3,28,16,4302,-.9297805,2.1929024,.0198133,1
"McDonalds",557,1,28,17,2451,-1.794429,2.2554443,.1086226,1
"TacoBell",557,2,28,17,2451,3.254465,3.1533241,.0001764,1
"SushiHut",557,3,28,17,2451,-1.517389,1.9197938,.0544878,1
"McDonalds",558,1,28,18,2006,1.268919,2.4580214,.0082093,0
"TacoBell",558,2,28,18,2006,.111282,2.0196214,.0091458,0
"SushiHut",558,3,28,18,2006,.570506,2.7858914,.0554727,1
"McDonalds",559,1,28,19,1246,-.6066511,2.2433167,.0363393,1
"TacoBell",559,2,28,19,1246,.6424553,2.2008917,.0226901,0
"SushiHut",559,3,28,19,1246,-1.640588,2.0684664,.077542,1
"McDonalds",560,1,28,20,1058,.3167616,2.1983726,.0362398,0
"TacoBell",560,2,28,20,1058,-1.238117,2.3356962,.0860982,0
"McDonalds",561,1,29,1,6657,.6382771,2.4711254,.0183173,0
"TacoBell",561,2,29,1,6657,-.466893,2.3921256,.0498495,1
"SushiHut",561,3,29,1,6657,-.5746241,2.4213194,.0483051,1
"McDonalds",562,1,29,2,1934,1.191405,2.6150451,.0487526,0
"TacoBell",562,2,29,2,1934,.4680086,2.5132358,.0606279,0
"McDonalds",563,1,29,3,7116,.4663828,2.3748832,.0179284,0
"TacoBell",563,2,29,3,7116,-.5011493,2.4064403,.0340666,1
"SushiHut",563,3,29,3,7116,.0706478,2.2384149,.0020653,1
"McDonalds",564,1,29,4,4097,-.3113383,2.3673661,.048031,1
"TacoBell",564,2,29,4,4097,1.543983,2.6266556,.0064689,0
"SushiHut",564,3,29,4,4097,1.985525,2.841219,.0231293,1
"McDonalds",565,1,29,5,5128,-.1602173,2.2410164,.0214788,0
"TacoBell",565,2,29,5,5128,1.436241,2.6273429,.0093886,1
"SushiHut",565,3,29,5,5128,-1.986036,2.2969543,.0837603,1
"McDonalds",566,1,29,6,4047,1.343331,2.5377264,.001466,1
"TacoBell",566,2,29,6,4047,-1.310917,2.4748211,.0897579,0
"SushiHut",566,3,29,6,4047,-1.193296,2.2042925,.0236737,1
"McDonalds",567,1,29,7,9146,-.6408931,2.32974,.0376845,0
"TacoBell",567,2,29,7,9146,-1.131058,2.2325521,.017109,0
"SushiHut",567,3,29,7,9146,-1.448974,2.0828849,.0233455,1
"McDonalds",568,1,29,8,3470,-2.009744,1.9303809,.0240369,0
"TacoBell",568,2,29,8,3470,.9373076,2.5251079,.0476198,1
"SushiHut",568,3,29,8,3470,-1.153741,2.0997797,.0488002,1
"McDonalds",569,1,29,9,7246,-.2576725,2.703805,.0595759,1
"TacoBell",569,2,29,9,7246,-.3172907,2.4904029,.0309473,1
"McDonalds",570,1,29,10,4312,1.350072,2.531827,.0014209,0
"TacoBell",570,2,29,10,4312,.7511507,2.4215579,.0047413,1
"SushiHut",570,3,29,10,4312,-1.138643,2.6528114,.0964125,1
"McDonalds",571,1,29,11,3681,-.8970649,2.1555357,.0412125,0
"TacoBell",571,2,29,11,3681,-1.24054,2.279408,.0809046,1
"McDonalds",572,1,29,12,2911,-1.244204,2.0114608,.0080107,0
"TacoBell",572,2,29,12,2911,-.6545158,2.316618,.0822787,0
"SushiHut",572,3,29,12,2911,.7409334,2.7166285,.0880411,1
"McDonalds",573,1,29,13,3002,-2.121971,2.2574635,.1327912,1
"TacoBell",573,2,29,13,3002,-1.075271,2.0428498,.0341091,1
"SushiHut",573,3,29,13,3002,-1.17311,1.9959846,.0295856,1
"McDonalds",574,1,29,14,1694,-.2465427,2.7474258,.106307,1
"TacoBell",574,2,29,14,1694,-.6677878,2.1252542,.0079413,0
"McDonalds",575,1,29,15,2633,.2091349,2.2594686,.0310965,1
"TacoBell",575,2,29,15,2633,-.313044,2.2763174,.0119173,0
"SushiHut",575,3,29,15,2633,.4309022,2.480814,.032566,1
"McDonalds",576,1,29,16,6345,.9242885,2.3792326,.0020241,0
"TacoBell",576,2,29,16,6345,-.0191421,2.6022699,.0289786,1
"SushiHut",576,3,29,16,6345,-.9297805,2.3049647,.0325335,1
"McDonalds",577,1,29,17,1174,-1.794429,1.9483259,.0816829,1
"TacoBell",577,2,29,17,1174,3.254465,2.8533242,.0063106,1
"SushiHut",577,3,29,17,1174,-1.517389,1.9686372,.0210026,1
"McDonalds",578,1,29,18,2156,1.268919,2.5227883,.0017596,0
"TacoBell",578,2,29,18,2156,.111282,2.6359186,.1078458,0
"SushiHut",578,3,29,18,2156,.570506,2.4446252,.0384304,1
"McDonalds",579,1,29,19,1974,-.6066511,2.1883242,.02016,1
"TacoBell",579,2,29,19,1974,.6424553,2.4077775,.0039446,0
"SushiHut",579,3,29,19,1974,-1.640588,2.2889182,.0790057,1
"McDonalds",580,1,29,20,1837,.3167616,2.3329923,.0408589,0
"TacoBell",580,2,29,20,1837,-1.238117,2.0220084,.0362205,1
"McDonalds",581,1,30,1,888,.6382771,2.4650438,.003498,1
"TacoBell",581,2,30,1,888,-.466893,2.1883452,.0126659,1
"SushiHut",581,3,30,1,888,-.5746241,2.4807123,.0901454,1
"McDonalds",582,1,30,2,2695,1.191405,2.682698,.003119,0
